,RMSE_val,RMSE_train,normalize_function,model_name,model_type,window_len,scaller,rnn_cells,extra_hidden_layer
74,3.8113435833635614,7.155411412020557,diff,LSTM2-28-W_LEN-STD-SCL-256-RNN_S-1590106102,LSTM2,28,STD,256,0
75,3.8918643348017685,3.926618566169516,diff,LSTM2-28-W_LEN-STD-SCL-256-RNN_S-1590106330,LSTM2,28,STD,256,1
76,4.04197656870119,2.8582914439886724,diff,LSTM2-49-W_LEN-STD-SCL-64-RNN_S-1590106581,LSTM2,49,STD,64,0
77,4.44064311078617,3.0765410737401115,diff,LSTM2-49-W_LEN-STD-SCL-64-RNN_S-1590106766,LSTM2,49,STD,64,1
78,3.876942832579004,5.0205856718294655,diff,LSTM2-49-W_LEN-STD-SCL-256-RNN_S-1590106955,LSTM2,49,STD,256,0
79,3.887318599175995,4.491939293227713,diff,LSTM2-49-W_LEN-STD-SCL-256-RNN_S-1590107325,LSTM2,49,STD,256,1
0,0.04286758450999538,0.0408194528059331,pct_change,LSTM3-7-W_LEN-MiMax-SCL-64-RNN_S-1590093487,LSTM3,7,MiMax,64,0
1,0.04374012143119221,0.042890717175014866,pct_change,LSTM3-7-W_LEN-MiMax-SCL-64-RNN_S-1590093588,LSTM3,7,MiMax,64,1
2,0.045796283267184025,0.04280409014461413,pct_change,LSTM3-7-W_LEN-MiMax-SCL-256-RNN_S-1590093692,LSTM3,7,MiMax,256,0
3,0.043925623945351655,0.04253893368348795,pct_change,LSTM3-7-W_LEN-MiMax-SCL-256-RNN_S-1590093861,LSTM3,7,MiMax,256,1
4,0.04458321086238266,0.043576507827042886,pct_change,LSTM3-14-W_LEN-MiMax-SCL-64-RNN_S-1590094023,LSTM3,14,MiMax,64,0
5,0.04395856688139082,0.042525556766248175,pct_change,LSTM3-14-W_LEN-MiMax-SCL-64-RNN_S-1590094190,LSTM3,14,MiMax,64,1
6,0.0437185433620514,0.042136105861291184,pct_change,LSTM3-14-W_LEN-MiMax-SCL-256-RNN_S-1590094356,LSTM3,14,MiMax,256,0
7,0.04372778297846072,0.041499034519765055,pct_change,LSTM3-14-W_LEN-MiMax-SCL-256-RNN_S-1590094615,LSTM3,14,MiMax,256,1
8,0.043606181913139565,0.04152228442596187,pct_change,LSTM3-21-W_LEN-MiMax-SCL-64-RNN_S-1590094880,LSTM3,21,MiMax,64,0
9,0.04586458866922897,0.04509737723682701,pct_change,LSTM3-21-W_LEN-MiMax-SCL-64-RNN_S-1590095083,LSTM3,21,MiMax,64,1
10,0.04461084815316667,0.04209618532100117,pct_change,LSTM3-21-W_LEN-MiMax-SCL-256-RNN_S-1590095274,LSTM3,21,MiMax,256,0
11,0.04569462103389107,0.044842717553484436,pct_change,LSTM3-21-W_LEN-MiMax-SCL-256-RNN_S-1590095657,LSTM3,21,MiMax,256,1
12,0.045104535860971136,0.0425745784396129,pct_change,LSTM3-28-W_LEN-MiMax-SCL-64-RNN_S-1590095995,LSTM3,28,MiMax,64,0
13,0.0441714942947415,0.042794655198834256,pct_change,LSTM3-28-W_LEN-MiMax-SCL-64-RNN_S-1590096210,LSTM3,28,MiMax,64,1
