kontrakty RTT dla gazu ziemnego dla okresu od;2016-01-01;do;2020-05-14;

data obrotu;instrument;kurs pierwszej transakcji (PLN/MWh);DKR (PLN/MWh);kurs min. (PLN/MWh);kurs max. (PLN/MWh);wolumen (MWh);liczba kontraktow;wartosc obrotu (PLN);liczba transakcji;najlepsza oferta kupna (PLN/MWh);najlepsza oferta sprzedazy (PLN/MWh);LOP (MWh);LOP w liczbie kontraktow;wolumen od poczatku notowan (MWh);liczba kontraktow od poczatku notowan
2019-11-13;GAS_BASE_Q-2-20;73.00;73.00;73.00;73.00;10920.00;5.00;797160.00;2.00;73.00;73.00;384384.00;176.00;390936.00;179.00
2019-11-13;GAS_BASE_Q-3-20;-;73.90;-;-;-;-;-;-;-;72.50;15456.00;7.00;17664.00;8.00
2019-11-13;GAS_BASE_Q-4-20;88.50;88.00;88.00;88.50;59643.00;27.00;5251897.50;12.00;88.50;88.00;1022767.00;463.00;1049275.00;475.00
2019-11-13;GAS_BASE_S-S-20;72.00;72.00;72.00;72.00;52704.00;12.00;3794688.00;8.00;72.00;72.00;219600.00;50.00;250344.00;57.00
2019-11-13;GAS_BASE_S-W-20;90.00;90.00;90.00;90.00;56784.00;13.00;5110560.00;6.00;90.00;90.00;6110832.00;1399.00;6285552.00;1439.00
2019-11-13;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;84.00;-;-;-;-
2019-11-13;GAS_BASE_Y-20;78.50;78.50;78.50;78.50;263520.00;30.00;20686320.00;14.00;79.00;78.50;42681456.00;4859.00;48926880.00;5570.00
2019-11-13;GAS_BASE_Y-21;87.50;87.74;87.50;88.00;61320.00;7.00;5382582.00;4.00;88.00;87.50;9513360.00;1086.00;10739760.00;1226.00
2019-11-14;GAS_BASE_W-47-19;-;72.00;-;-;-;-;-;-;70.00;73.95;5880.00;35.00;9240.00;55.00
2019-11-14;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;-;74.50;-;-;-;-
2019-11-14;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-14;GAS_BASE_W-50-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-14;GAS_BASE_M-12-19;76.00;76.00;76.00;76.00;14880.00;20.00;1130880.00;5.00;76.00;76.00;11337816.00;15239.00;3498288.00;4702.00
2019-11-14;GAS_BASE_M-01-20;81.25;81.21;81.00;81.25;25296.00;34.00;2054370.00;7.00;81.25;81.00;761856.00;1024.00;799800.00;1075.00
2019-11-14;GAS_BASE_M-02-20;81.50;81.60;81.50;81.70;5568.00;8.00;454488.00;2.00;81.70;81.50;51504.00;74.00;51504.00;74.00
2019-11-14;GAS_BASE_Q-1-20;81.25;81.06;81.00;81.25;52392.00;24.00;4247026.50;9.00;81.25;81.00;18490010.00;8470.00;16095259.00;7373.00
2019-11-14;GAS_BASE_Q-2-20;74.00;74.00;74.00;74.00;17472.00;8.00;1292928.00;3.00;74.00;74.00;401856.00;184.00;408408.00;187.00
2019-11-14;GAS_BASE_Q-3-20;-;73.90;-;-;-;-;-;-;-;74.75;15456.00;7.00;17664.00;8.00
2019-11-14;GAS_BASE_Q-4-20;89.30;89.08;89.00;89.30;28717.00;13.00;2559126.50;4.00;89.30;89.00;1051484.00;476.00;1077992.00;488.00
2019-11-14;GAS_BASE_S-S-20;-;73.00;-;-;-;-;-;-;71.50;74.50;219600.00;50.00;250344.00;57.00
2019-11-14;GAS_BASE_S-W-20;90.75;90.88;90.75;91.00;82992.00;19.00;7541352.00;4.00;91.00;90.75;6193824.00;1418.00;6368544.00;1458.00
2019-11-14;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;84.50;-;-;-;-
2019-11-14;GAS_BASE_Y-20;79.75;79.73;79.70;79.75;52704.00;6.00;4202704.80;3.00;79.75;79.70;42725376.00;4864.00;48979584.00;5576.00
2019-11-14;GAS_BASE_Y-21;88.50;88.61;88.50;88.75;61320.00;7.00;5433390.00;7.00;88.75;88.50;9574680.00;1093.00;10801080.00;1233.00
2019-11-15;GAS_BASE_W-47-19;72.25;71.63;71.00;72.25;840.00;5.00;60480.00;2.00;72.25;71.00;6720.00;40.00;10080.00;60.00
2019-11-15;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;-;74.00;-;-;-;-
2019-11-15;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-15;GAS_BASE_W-50-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-15;GAS_BASE_M-12-19;76.00;76.00;76.00;76.00;17112.00;23.00;1300512.00;10.00;76.00;76.00;11349720.00;15255.00;3515400.00;4725.00
2019-11-15;GAS_BASE_M-01-20;82.25;82.25;82.25;82.25;23808.00;32.00;1958208.00;7.00;82.25;82.00;785664.00;1056.00;823608.00;1107.00
2019-11-15;GAS_BASE_M-02-20;82.25;82.25;82.25;82.25;59856.00;86.00;4923156.00;11.00;82.25;82.25;111360.00;160.00;111360.00;160.00
2019-11-15;GAS_BASE_Q-1-20;81.50;81.71;81.50;82.00;48026.00;22.00;3925579.75;6.00;82.00;81.50;18524938.00;8486.00;16143285.00;7395.00
2019-11-15;GAS_BASE_Q-2-20;75.00;75.00;75.00;75.00;28392.00;13.00;2129400.00;5.00;75.00;75.00;423696.00;194.00;436800.00;200.00
2019-11-15;GAS_BASE_Q-3-20;-;73.90;-;-;-;-;-;-;-;74.00;15456.00;7.00;17664.00;8.00
2019-11-15;GAS_BASE_Q-4-20;89.50;89.64;89.50;89.75;55225.00;25.00;4945398.75;9.00;89.75;89.50;1106709.00;501.00;1133217.00;513.00
2019-11-15;GAS_BASE_S-S-20;73.00;73.00;73.00;73.00;21960.00;5.00;1603080.00;1.00;73.00;73.00;241560.00;55.00;272304.00;62.00
2019-11-15;GAS_BASE_S-W-20;91.00;91.00;91.00;91.00;82992.00;19.00;7552272.00;4.00;91.00;91.00;6276816.00;1437.00;6451536.00;1477.00
2019-11-15;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;85.50;-;-;-;-
2019-11-15;GAS_BASE_Y-20;80.00;80.00;80.00;80.00;35136.00;4.00;2810880.00;2.00;80.00;79.75;42725376.00;4864.00;49014720.00;5580.00
2019-11-15;GAS_BASE_Y-21;88.75;88.75;88.75;88.75;43800.00;5.00;3887250.00;2.00;88.80;89.00;9618480.00;1098.00;10844880.00;1238.00
2019-11-18;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;70.00;72.85;-;-;-;-
2019-11-18;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;70.00;76.00;-;-;-;-
2019-11-18;GAS_BASE_W-50-19;-;-;-;-;-;-;-;-;67.00;-;-;-;-;-
2019-11-18;GAS_BASE_W-51-19;-;-;-;-;-;-;-;-;68.00;-;-;-;-;-
2019-11-18;GAS_BASE_M-12-19;76.00;76.00;76.00;76.00;27528.00;37.00;2092128.00;11.00;76.00;76.00;11375760.00;15290.00;3542928.00;4762.00
2019-11-18;GAS_BASE_M-01-20;82.25;82.25;82.20;82.50;54312.00;73.00;4467534.00;13.00;82.50;82.20;839232.00;1128.00;877920.00;1180.00
2019-11-18;GAS_BASE_M-02-20;82.25;82.37;82.25;82.45;7656.00;11.00;630367.20;3.00;82.45;82.40;119016.00;171.00;119016.00;171.00
2019-11-18;GAS_BASE_Q-1-20;81.70;81.59;81.50;81.70;87320.00;40.00;7123129.00;9.00;81.70;81.50;18535853.00;8491.00;16230605.00;7435.00
2019-11-18;GAS_BASE_Q-2-20;75.75;75.75;75.75;75.75;43680.00;20.00;3308760.00;5.00;75.75;75.75;467376.00;214.00;480480.00;220.00
2019-11-18;GAS_BASE_Q-3-20;-;73.90;-;-;-;-;-;-;-;74.75;15456.00;7.00;17664.00;8.00
2019-11-18;GAS_BASE_Q-4-20;90.00;90.00;90.00;90.00;11045.00;5.00;994050.00;1.00;90.00;90.00;1117754.00;506.00;1144262.00;518.00
2019-11-18;GAS_BASE_S-S-20;-;73.38;-;-;-;-;-;-;72.00;75.75;241560.00;55.00;272304.00;62.00
2019-11-18;GAS_BASE_S-W-20;91.50;91.50;91.50;91.50;21840.00;5.00;1998360.00;1.00;91.50;91.35;6298656.00;1442.00;6473376.00;1482.00
2019-11-18;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;90.00;-;-;-;-
2019-11-18;GAS_BASE_Y-20;80.00;80.00;80.00;80.00;8784.00;1.00;702720.00;1.00;80.00;80.00;42725376.00;4864.00;49023504.00;5581.00
2019-11-18;GAS_BASE_Y-21;89.30;89.30;89.30;89.30;8760.00;1.00;782268.00;1.00;89.30;89.00;9627240.00;1099.00;10853640.00;1239.00
2019-11-20;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;67.00;74.00;-;-;-;-
2019-11-20;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;68.00;76.00;-;-;-;-
2019-11-20;GAS_BASE_W-50-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-20;GAS_BASE_W-51-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-20;GAS_BASE_M-12-19;75.00;75.00;75.00;75.00;4464.00;6.00;334800.00;2.00;75.00;75.00;11397336.00;15319.00;3584592.00;4818.00
2019-11-20;GAS_BASE_M-01-20;81.95;81.50;81.50;81.95;48360.00;65.00;3943014.00;16.00;81.95;81.50;968688.00;1302.00;1008120.00;1355.00
2019-11-20;GAS_BASE_M-02-20;82.00;81.74;81.50;82.00;25752.00;37.00;2105400.00;14.00;82.00;81.50;153120.00;220.00;153120.00;220.00
2019-11-20;GAS_BASE_Q-1-20;81.25;81.33;81.25;81.40;87320.00;40.00;7102390.50;9.00;81.40;81.25;18732323.00;8581.00;16470735.00;7545.00
2019-11-20;GAS_BASE_Q-2-20;75.00;75.00;75.00;75.00;37128.00;17.00;2784600.00;2.00;75.00;75.25;524160.00;240.00;539448.00;247.00
2019-11-20;GAS_BASE_Q-3-20;-;73.58;-;-;-;-;-;-;72.90;74.25;15456.00;7.00;17664.00;8.00
2019-11-20;GAS_BASE_Q-4-20;89.75;89.75;89.75;89.75;141376.00;64.00;12688496.00;16.00;89.75;89.90;1259130.00;570.00;1285638.00;582.00
2019-11-20;GAS_BASE_S-S-20;-;74.05;-;-;-;-;-;-;73.10;74.75;241560.00;55.00;272304.00;62.00
2019-11-20;GAS_BASE_S-W-20;91.00;91.00;91.00;91.00;74256.00;17.00;6757296.00;5.00;91.00;91.00;6469008.00;1481.00;6643728.00;1521.00
2019-11-20;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;89.00;-;-;-;-
2019-11-20;GAS_BASE_Y-20;79.95;79.95;79.95;79.95;35136.00;4.00;2809123.20;4.00;79.95;79.80;42813216.00;4874.00;49155264.00;5596.00
2019-11-20;GAS_BASE_Y-21;89.00;89.00;89.00;89.00;122640.00;14.00;10914960.00;8.00;89.00;89.00;9855000.00;1125.00;11081400.00;1265.00
2019-11-21;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;69.00;76.00;-;-;-;-
2019-11-21;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;71.00;77.00;-;-;-;-
2019-11-21;GAS_BASE_W-50-19;-;-;-;-;-;-;-;-;71.00;-;-;-;-;-
2019-11-21;GAS_BASE_W-51-19;-;-;-;-;-;-;-;-;71.00;-;-;-;-;-
2019-11-21;GAS_BASE_M-12-19;77.00;77.00;77.00;77.00;17112.00;23.00;1317624.00;5.00;77.00;77.25;11410728.00;15337.00;3601704.00;4841.00
2019-11-21;GAS_BASE_M-01-20;83.00;83.02;83.00;83.20;31248.00;42.00;2593732.80;13.00;83.20;83.00;999936.00;1344.00;1039368.00;1397.00
2019-11-21;GAS_BASE_M-02-20;83.50;83.48;83.40;83.50;4872.00;7.00;406742.40;4.00;83.50;83.40;157296.00;226.00;157992.00;227.00
2019-11-21;GAS_BASE_Q-1-20;83.00;83.01;83.00;83.05;82954.00;38.00;6885727.75;9.00;83.05;83.00;18773800.00;8600.00;16553689.00;7583.00
2019-11-21;GAS_BASE_Q-2-20;76.00;76.00;76.00;76.00;13104.00;6.00;995904.00;2.00;76.00;76.00;537264.00;246.00;552552.00;253.00
2019-11-21;GAS_BASE_Q-3-20;-;73.40;-;-;-;-;-;-;72.20;74.60;15456.00;7.00;17664.00;8.00
2019-11-21;GAS_BASE_Q-4-20;90.50;90.53;90.50;90.55;13254.00;6.00;1199597.45;2.00;90.55;90.50;1267966.00;574.00;1298892.00;588.00
2019-11-21;GAS_BASE_S-S-20;-;74.63;-;-;-;-;-;-;73.50;76.00;241560.00;55.00;272304.00;62.00
2019-11-21;GAS_BASE_S-W-20;92.00;92.00;92.00;92.00;52416.00;12.00;4822272.00;3.00;92.00;92.00;6521424.00;1493.00;6696144.00;1533.00
2019-11-21;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;86.00;-;-;-;-
2019-11-21;GAS_BASE_Y-20;80.75;80.98;80.75;81.10;70272.00;8.00;5691592.80;6.00;81.10;80.99;42865920.00;4880.00;49225536.00;5604.00
2019-11-21;GAS_BASE_Y-21;89.80;89.79;89.75;89.80;43800.00;5.00;3932364.00;4.00;89.80;89.75;9898800.00;1130.00;11125200.00;1270.00
2019-11-22;GAS_BASE_W-48-19;79.00;79.33;79.00;80.00;4032.00;24.00;319200.00;3.00;80.00;78.00;4032.00;24.00;4032.00;24.00
2019-11-22;GAS_BASE_W-49-19;80.00;80.00;80.00;80.00;3360.00;20.00;268800.00;1.00;80.00;80.00;3360.00;20.00;3360.00;20.00
2019-11-22;GAS_BASE_W-50-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-22;GAS_BASE_W-51-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-22;GAS_BASE_M-12-19;78.55;78.51;78.45;78.55;21576.00;29.00;1694311.20;9.00;78.55;78.45;11430816.00;15364.00;3623280.00;4870.00
2019-11-22;GAS_BASE_M-01-20;84.00;84.50;84.00;84.50;79608.00;107.00;6720142.80;27.00;84.50;84.00;1078800.00;1450.00;1118976.00;1504.00
2019-11-22;GAS_BASE_M-02-20;85.00;85.01;85.00;85.10;21576.00;31.00;1834168.80;10.00;85.10;84.90;177480.00;255.00;179568.00;258.00
2019-11-22;GAS_BASE_Q-1-20;84.00;84.34;84.00;84.50;82954.00;38.00;6994004.55;10.00;84.50;84.00;18834924.00;8628.00;16636643.00;7621.00
2019-11-22;GAS_BASE_Q-2-20;77.50;77.50;77.50;77.50;15288.00;7.00;1184820.00;4.00;77.50;77.50;550368.00;252.00;567840.00;260.00
2019-11-22;GAS_BASE_Q-3-20;-;74.25;-;-;-;-;-;-;74.50;75.00;15456.00;7.00;17664.00;8.00
2019-11-22;GAS_BASE_Q-4-20;91.50;91.48;91.40;91.50;39762.00;18.00;3637560.30;4.00;91.50;91.35;1307728.00;592.00;1338654.00;606.00
2019-11-22;GAS_BASE_S-S-20;-;75.90;-;-;-;-;-;-;74.75;76.50;241560.00;55.00;272304.00;62.00
2019-11-22;GAS_BASE_S-W-20;93.00;93.00;93.00;93.00;4368.00;1.00;406224.00;1.00;93.00;93.00;6525792.00;1494.00;6700512.00;1534.00
2019-11-22;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;90.00;-;-;-;-
2019-11-22;GAS_BASE_Y-20;82.00;81.94;81.60;82.25;193248.00;22.00;15848971.20;11.00;82.25;81.60;43015248.00;4897.00;49418784.00;5626.00
2019-11-22;GAS_BASE_Y-21;91.00;90.80;90.70;91.00;52560.00;6.00;4771134.00;4.00;91.00;90.50;9951360.00;1136.00;11177760.00;1276.00
2019-11-25;GAS_BASE_W-49-19;81.00;81.00;81.00;81.00;13440.00;80.00;1088640.00;4.00;81.00;81.00;16800.00;100.00;16800.00;100.00
2019-11-25;GAS_BASE_W-50-19;81.00;81.00;81.00;81.00;8400.00;50.00;680400.00;2.00;81.00;81.00;8400.00;50.00;8400.00;50.00
2019-11-25;GAS_BASE_W-51-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-25;GAS_BASE_W-52-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-25;GAS_BASE_M-12-19;80.75;80.65;80.50;80.75;9672.00;13.00;780270.00;6.00;80.75;80.00;11440488.00;15377.00;3632952.00;4883.00
2019-11-25;GAS_BASE_M-01-20;86.00;85.38;85.25;86.00;59520.00;80.00;5087434.80;19.00;86.00;85.25;1134600.00;1525.00;1178496.00;1584.00
2019-11-25;GAS_BASE_M-02-20;86.00;85.65;85.50;86.00;16704.00;24.00;1431672.00;10.00;85.75;85.50;190704.00;274.00;196272.00;282.00
2019-11-25;GAS_BASE_Q-1-20;86.00;85.17;85.00;86.00;82954.00;38.00;7078704.95;16.00;86.00;85.00;18900414.00;8658.00;16719597.00;7659.00
2019-11-25;GAS_BASE_Q-2-20;79.00;79.00;79.00;79.00;2184.00;1.00;172536.00;1.00;79.00;80.00;550368.00;252.00;570024.00;261.00
2019-11-25;GAS_BASE_Q-3-20;-;77.96;-;-;-;-;-;-;75.00;77.00;15456.00;7.00;17664.00;8.00
2019-11-25;GAS_BASE_Q-4-20;92.50;92.15;92.00;92.50;28717.00;13.00;2644173.00;5.00;92.50;91.99;1336445.00;605.00;1367371.00;619.00
2019-11-25;GAS_BASE_S-S-20;-;75.90;-;-;-;-;-;-;-;78.90;241560.00;55.00;272304.00;62.00
2019-11-25;GAS_BASE_S-W-20;94.50;94.50;94.50;94.50;8736.00;2.00;825552.00;1.00;93.50;94.00;6534528.00;1496.00;6709248.00;1536.00
2019-11-25;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-25;GAS_BASE_Y-20;82.00;82.00;82.00;82.00;26352.00;3.00;2160864.00;3.00;82.00;82.00;43015248.00;4897.00;49445136.00;5629.00
2019-11-25;GAS_BASE_Y-21;91.70;91.63;91.50;91.70;35040.00;4.00;3210540.00;4.00;91.70;91.50;9968880.00;1138.00;11212800.00;1280.00
2019-11-26;GAS_BASE_W-49-19;-;80.00;-;-;-;-;-;-;79.00;81.00;16800.00;100.00;16800.00;100.00
2019-11-26;GAS_BASE_W-50-19;-;79.00;-;-;-;-;-;-;77.00;81.00;8400.00;50.00;8400.00;50.00
2019-11-26;GAS_BASE_W-51-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-26;GAS_BASE_W-52-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-26;GAS_BASE_M-12-19;79.25;79.04;78.00;79.50;13392.00;18.00;1056852.00;6.00;79.50;79.00;11450904.00;15391.00;3646344.00;4901.00
2019-11-26;GAS_BASE_M-01-20;83.25;83.22;83.00;83.50;32736.00;44.00;2723709.60;13.00;83.25;83.00;1167336.00;1569.00;1211232.00;1628.00
2019-11-26;GAS_BASE_M-02-20;83.90;83.49;83.25;83.90;10440.00;15.00;872157.60;8.00;83.75;83.25;199752.00;287.00;206712.00;297.00
2019-11-26;GAS_BASE_Q-1-20;84.25;83.48;83.25;84.25;133163.00;61.00;11143669.25;18.00;84.25;83.19;18976819.00;8693.00;16852760.00;7720.00
2019-11-26;GAS_BASE_Q-2-20;78.00;78.00;78.00;78.00;17472.00;8.00;1362816.00;3.00;78.00;77.95;556920.00;255.00;587496.00;269.00
2019-11-26;GAS_BASE_Q-3-20;-;74.63;-;-;-;-;-;-;74.00;75.00;15456.00;7.00;17664.00;8.00
2019-11-26;GAS_BASE_Q-4-20;-;91.33;-;-;-;-;-;-;91.25;91.40;1336445.00;605.00;1367371.00;619.00
2019-11-26;GAS_BASE_S-S-20;-;75.03;-;-;-;-;-;-;74.50;76.55;241560.00;55.00;272304.00;62.00
2019-11-26;GAS_BASE_S-W-20;94.75;94.75;94.75;94.75;8736.00;2.00;827736.00;1.00;92.00;94.00;6543264.00;1498.00;6717984.00;1538.00
2019-11-26;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;93.00;-;-;-;-
2019-11-26;GAS_BASE_Y-20;81.00;81.32;81.00;81.50;122976.00;14.00;9991360.80;8.00;81.50;81.25;43120656.00;4909.00;49568112.00;5643.00
2019-11-26;GAS_BASE_Y-21;90.75;90.88;90.75;91.00;61320.00;7.00;5575740.00;4.00;91.00;91.00;10021440.00;1144.00;11274120.00;1287.00
2019-11-27;GAS_BASE_W-49-19;80.00;80.00;80.00;80.00;15120.00;90.00;1209600.00;4.00;80.00;80.00;31920.00;190.00;31920.00;190.00
2019-11-27;GAS_BASE_W-50-19;80.50;80.50;80.50;80.50;3360.00;20.00;270480.00;1.00;80.50;80.50;11760.00;70.00;11760.00;70.00
2019-11-27;GAS_BASE_W-51-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-27;GAS_BASE_W-52-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-27;GAS_BASE_M-12-19;79.00;79.03;79.00;79.15;20088.00;27.00;1587398.40;12.00;79.15;79.00;11465784.00;15411.00;3666432.00;4928.00
2019-11-27;GAS_BASE_M-01-20;83.20;83.20;83.20;83.20;32736.00;44.00;2723635.20;15.00;83.20;83.20;1199328.00;1612.00;1243968.00;1672.00
2019-11-27;GAS_BASE_M-02-20;83.50;83.35;83.20;83.50;4872.00;7.00;406185.60;4.00;83.60;83.20;204624.00;294.00;211584.00;304.00
2019-11-27;GAS_BASE_Q-1-20;83.20;83.23;83.00;83.25;76405.00;35.00;6359079.00;14.00;83.30;83.20;19048858.00;8726.00;16929165.00;7755.00
2019-11-27;GAS_BASE_Q-2-20;76.75;76.88;76.75;77.00;80808.00;37.00;6208566.00;17.00;77.00;76.75;602784.00;276.00;668304.00;306.00
2019-11-27;GAS_BASE_Q-3-20;74.50;74.50;74.50;74.50;4416.00;2.00;328992.00;1.00;74.50;75.50;19872.00;9.00;22080.00;10.00
2019-11-27;GAS_BASE_Q-4-20;91.00;91.48;91.00;91.95;17672.00;8.00;1614447.65;2.00;91.95;91.00;1343072.00;608.00;1385043.00;627.00
2019-11-27;GAS_BASE_S-S-20;-;75.25;-;-;-;-;-;-;73.50;77.00;241560.00;55.00;272304.00;62.00
2019-11-27;GAS_BASE_S-W-20;93.99;94.00;93.99;94.00;13104.00;3.00;1231732.32;2.00;94.00;93.99;6556368.00;1501.00;6731088.00;1541.00
2019-11-27;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;93.00;-;-;-;-
2019-11-27;GAS_BASE_Y-20;82.00;82.00;82.00;82.00;26352.00;3.00;2160864.00;3.00;82.00;82.00;43147008.00;4912.00;49594464.00;5646.00
2019-11-27;GAS_BASE_Y-21;91.50;91.50;91.50;91.50;8760.00;1.00;801540.00;1.00;91.50;91.50;10030200.00;1145.00;11282880.00;1288.00
2019-11-28;GAS_BASE_W-49-19;82.00;82.00;82.00;82.00;4200.00;25.00;344400.00;3.00;82.50;82.00;36120.00;215.00;36120.00;215.00
2019-11-28;GAS_BASE_W-50-19;-;81.38;-;-;-;-;-;-;81.00;82.25;11760.00;70.00;11760.00;70.00
2019-11-28;GAS_BASE_W-51-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-28;GAS_BASE_W-52-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-28;GAS_BASE_M-12-19;79.50;79.93;78.75;80.00;192696.00;259.00;15252148.80;86.00;80.50;78.75;11638392.00;15643.00;3859128.00;5187.00
2019-11-28;GAS_BASE_M-01-20;83.30;83.41;83.30;83.50;23064.00;31.00;1923909.60;7.00;83.50;83.30;1222392.00;1643.00;1267032.00;1703.00
2019-11-28;GAS_BASE_M-02-20;83.50;83.50;83.50;83.50;2088.00;3.00;174348.00;2.00;83.50;83.50;206712.00;297.00;213672.00;307.00
2019-11-28;GAS_BASE_Q-1-20;83.25;83.41;83.25;83.50;82954.00;38.00;6919564.25;9.00;83.50;83.25;19057590.00;8730.00;17012119.00;7793.00
2019-11-28;GAS_BASE_Q-2-20;-;77.03;-;-;-;-;-;-;76.55;77.00;602784.00;276.00;668304.00;306.00
2019-11-28;GAS_BASE_Q-3-20;-;75.00;-;-;-;-;-;-;74.00;76.00;19872.00;9.00;22080.00;10.00
2019-11-28;GAS_BASE_Q-4-20;91.00;91.00;91.00;91.00;26508.00;12.00;2412228.00;4.00;91.00;91.00;1362953.00;617.00;1411551.00;639.00
2019-11-28;GAS_BASE_S-S-20;-;75.13;-;-;-;-;-;-;73.00;77.25;241560.00;55.00;272304.00;62.00
2019-11-28;GAS_BASE_S-W-20;93.75;93.75;93.75;93.75;17472.00;4.00;1638000.00;3.00;93.75;93.75;6573840.00;1505.00;6748560.00;1545.00
2019-11-28;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;92.00;-;-;-;-
2019-11-28;GAS_BASE_Y-20;81.75;81.75;81.75;81.75;79056.00;9.00;6462828.00;4.00;81.75;81.75;43199712.00;4918.00;49673520.00;5655.00
2019-11-28;GAS_BASE_Y-21;91.75;91.54;91.50;91.75;78840.00;9.00;7218240.00;6.00;91.50;91.50;10109040.00;1154.00;11361720.00;1297.00
2019-11-29;GAS_BASE_W-49-19;83.50;84.06;83.50;84.50;75600.00;450.00;6375180.00;9.00;84.50;83.50;110040.00;655.00;111720.00;665.00
2019-11-29;GAS_BASE_W-50-19;-;84.38;-;-;-;-;-;-;84.25;84.50;11760.00;70.00;11760.00;70.00
2019-11-29;GAS_BASE_W-51-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-29;GAS_BASE_W-52-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-29;GAS_BASE_M-12-19;80.25;81.85;80.25;82.00;151032.00;203.00;12221130.00;44.00;82.00;79.70;11784216.00;15839.00;4010160.00;5390.00
2019-11-29;GAS_BASE_M-01-20;84.00;83.19;82.75;84.00;91512.00;123.00;7647836.40;25.00;84.00;82.75;1294560.00;1740.00;1358544.00;1826.00
2019-11-29;GAS_BASE_M-02-20;84.25;84.00;83.75;84.25;62640.00;90.00;5260194.00;32.00;84.25;83.80;263784.00;379.00;276312.00;397.00
2019-11-29;GAS_BASE_Q-1-20;83.75;83.18;83.00;83.75;170274.00;78.00;14183169.30;26.00;83.75;83.00;19162374.00;8778.00;17182393.00;7871.00
2019-11-29;GAS_BASE_Q-2-20;76.50;76.38;76.00;76.50;19656.00;9.00;1501500.00;4.00;76.50;76.00;622440.00;285.00;687960.00;315.00
2019-11-29;GAS_BASE_Q-3-20;-;75.00;-;-;-;-;-;-;73.00;77.00;19872.00;9.00;22080.00;10.00
2019-11-29;GAS_BASE_Q-4-20;90.90;90.16;90.00;90.90;57434.00;26.00;5176349.70;9.00;90.90;89.75;1407133.00;637.00;1468985.00;665.00
2019-11-29;GAS_BASE_S-S-20;-;73.50;-;-;-;-;-;-;72.00;75.50;241560.00;55.00;272304.00;62.00
2019-11-29;GAS_BASE_S-W-20;-;92.63;-;-;-;-;-;-;92.00;92.99;6573840.00;1505.00;6748560.00;1545.00
2019-11-29;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;92.00;-;-;-;-
2019-11-29;GAS_BASE_Y-20;81.00;81.34;81.00;81.60;281088.00;32.00;22844988.00;15.00;81.60;80.99;43454448.00;4947.00;49954608.00;5687.00
2019-11-29;GAS_BASE_Y-21;91.30;90.83;90.50;91.30;70080.00;8.00;6369834.00;4.00;91.30;90.75;10179120.00;1162.00;11431800.00;1305.00
2019-12-02;GAS_BASE_W-50-19;84.00;83.57;83.50;84.00;30912.00;184.00;2581488.00;7.00;84.00;83.50;36960.00;220.00;42672.00;254.00
2019-12-02;GAS_BASE_W-51-19;85.00;85.00;85.00;85.00;672.00;4.00;57120.00;1.00;85.00;85.00;672.00;4.00;672.00;4.00
