kontrakty RTT dla gazu ziemnego dla okresu od;2016-01-01;do;2020-05-14;

data obrotu;instrument;kurs pierwszej transakcji (PLN/MWh);DKR (PLN/MWh);kurs min. (PLN/MWh);kurs max. (PLN/MWh);wolumen (MWh);liczba kontraktow;wartosc obrotu (PLN);liczba transakcji;najlepsza oferta kupna (PLN/MWh);najlepsza oferta sprzedazy (PLN/MWh);LOP (MWh);LOP w liczbie kontraktow;wolumen od poczatku notowan (MWh);liczba kontraktow od poczatku notowan
2018-09-27;GAS_BASE_W-40-18;-;123.00;-;-;-;-;-;-;117.00;129.00;1680.00;10.00;1680.00;10.00
2018-09-27;GAS_BASE_W-41-18;-;-;-;-;-;-;-;-;117.00;129.00;-;-;-;-
2018-09-27;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-09-27;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-09-27;GAS_BASE_M-10-18;124.00;124.80;124.00;125.00;15645.00;21.00;1952645.00;10.00;125.00;123.50;134845.00;181.00;219775.00;295.00
2018-09-27;GAS_BASE_M-11-18;130.00;129.83;129.50;130.25;54000.00;75.00;7011000.00;13.00;130.25;129.75;987840.00;1372.00;1093680.00;1519.00
2018-09-27;GAS_BASE_M-12-18;131.00;130.88;130.50;131.25;47616.00;64.00;6231186.00;14.00;131.25;131.00;1093680.00;1470.00;1169568.00;1572.00
2018-09-27;GAS_BASE_Q-4-18;127.25;127.28;127.25;128.35;273916.00;124.00;34861002.15;20.00;128.35;127.25;14312111.00;6479.00;8473724.00;3836.00
2018-09-27;GAS_BASE_Q-1-19;130.00;130.78;129.50;131.20;88519.00;41.00;11590591.50;8.00;131.20;129.50;4078351.00;1889.00;4639691.00;2149.00
2018-09-27;GAS_BASE_Q-2-19;-;112.00;-;-;-;-;-;-;100.00;-;2184.00;1.00;2184.00;1.00
2018-09-27;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;100.00;-;-;-;-;-
2018-09-27;GAS_BASE_S-W-18;-;129.13;-;-;-;-;-;-;128.75;129.00;12483744.00;2858.00;14313936.00;3277.00
2018-09-27;GAS_BASE_S-S-19;-;107.75;-;-;-;-;-;-;100.00;115.50;175680.00;40.00;206424.00;47.00
2018-09-27;GAS_BASE_S-W-19;-;122.25;-;-;-;-;-;-;119.50;-;21960.00;5.00;21960.00;5.00
2018-09-27;GAS_BASE_Y-19;119.25;118.89;118.85;119.25;490560.00;56.00;58341162.00;19.00;119.25;118.25;34847280.00;3978.00;40874160.00;4666.00
2018-09-27;GAS_BASE_Y-20;110.50;110.58;110.50;110.75;219600.00;25.00;24274584.00;6.00;110.75;110.75;9038736.00;1029.00;9688752.00;1103.00
2018-09-28;GAS_BASE_W-40-18;-;118.50;-;-;-;-;-;-;115.00;122.00;1680.00;10.00;1680.00;10.00
2018-09-28;GAS_BASE_W-41-18;-;-;-;-;-;-;-;-;115.00;127.00;-;-;-;-
2018-09-28;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-09-28;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-09-28;GAS_BASE_M-10-18;122.00;122.34;121.50;124.50;26820.00;36.00;3275541.50;10.00;124.50;121.50;151980.00;204.00;246595.00;331.00
2018-09-28;GAS_BASE_M-11-18;128.00;127.89;127.50;128.15;61920.00;86.00;7919028.00;13.00;128.15;127.50;1044000.00;1450.00;1155600.00;1605.00
2018-09-28;GAS_BASE_M-12-18;129.00;128.86;128.50;129.10;43152.00;58.00;5560730.40;10.00;129.10;128.50;1133112.00;1523.00;1212720.00;1630.00
2018-09-28;GAS_BASE_Q-4-18;127.25;126.06;125.50;127.25;26508.00;12.00;3351384.35;6.00;127.25;125.50;14338619.00;6491.00;8500232.00;3848.00
2018-09-28;GAS_BASE_Q-1-19;128.75;128.83;128.25;129.00;90678.00;42.00;11684508.00;7.00;129.00;128.25;4166870.00;1930.00;4730369.00;2191.00
2018-09-28;GAS_BASE_Q-2-19;-;112.00;-;-;-;-;-;-;105.00;-;2184.00;1.00;2184.00;1.00
2018-09-28;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;103.00;-;-;-;-;-
2018-09-28;GAS_BASE_S-W-18;128.00;128.00;128.00;128.00;21840.00;5.00;2795520.00;1.00;128.00;127.50;12505584.00;2863.00;14335776.00;3282.00
2018-09-28;GAS_BASE_S-S-19;-;107.00;-;-;-;-;-;-;104.00;110.00;175680.00;40.00;206424.00;47.00
2018-09-28;GAS_BASE_S-W-19;-;122.25;-;-;-;-;-;-;120.00;-;21960.00;5.00;21960.00;5.00
2018-09-28;GAS_BASE_Y-19;118.00;117.30;117.20;118.00;481800.00;55.00;56573394.00;15.00;118.00;117.35;35285280.00;4028.00;41355960.00;4721.00
2018-09-28;GAS_BASE_Y-20;111.00;111.00;111.00;111.00;8784.00;1.00;975024.00;1.00;110.75;111.00;9047520.00;1030.00;9697536.00;1104.00
2018-10-01;GAS_BASE_W-41-18;-;-;-;-;-;-;-;-;113.50;118.00;-;-;-;-
2018-10-01;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;113.00;123.00;-;-;-;-
2018-10-01;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-01;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-01;GAS_BASE_M-11-18;125.00;123.89;123.75;125.00;55440.00;77.00;6873840.00;15.00;125.00;123.75;7642800.00;10615.00;1211040.00;1682.00
2018-10-01;GAS_BASE_M-12-18;124.50;124.76;124.50;125.25;48360.00;65.00;6029562.00;12.00;125.25;124.50;7922112.00;10648.00;1261080.00;1695.00
2018-10-01;GAS_BASE_M-01-19;-;-;-;-;-;-;-;-;125.00;128.50;-;-;-;-
2018-10-01;GAS_BASE_Q-1-19;126.00;125.27;124.75;126.00;86360.00;40.00;10812272.00;10.00;126.00;124.75;10399903.00;4817.00;4816729.00;2231.00
2018-10-01;GAS_BASE_Q-2-19;-;112.00;-;-;-;-;-;-;106.00;-;2184.00;1.00;2184.00;1.00
2018-10-01;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;105.00;-;-;-;-;-
2018-10-01;GAS_BASE_Q-4-19;-;-;-;-;-;-;-;-;118.00;-;-;-;-;-
2018-10-01;GAS_BASE_S-S-19;-;105.00;-;-;-;-;-;-;105.00;106.00;175680.00;40.00;206424.00;47.00
2018-10-01;GAS_BASE_S-W-19;-;121.00;-;-;-;-;-;-;120.00;122.00;21960.00;5.00;21960.00;5.00
2018-10-01;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-01;GAS_BASE_Y-19;116.00;116.25;116.00;116.75;315360.00;36.00;36667170.00;10.00;116.75;115.99;35329080.00;4033.00;41671320.00;4757.00
2018-10-01;GAS_BASE_Y-20;110.50;110.83;110.50;111.00;87840.00;10.00;9728280.00;3.00;111.00;111.00;9135360.00;1040.00;9785376.00;1114.00
2018-10-02;GAS_BASE_W-41-18;-;-;-;-;-;-;-;-;118.00;132.00;-;-;-;-
2018-10-02;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;118.00;132.00;-;-;-;-
2018-10-02;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-02;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-02;GAS_BASE_M-11-18;130.00;129.88;129.50;130.05;46080.00;64.00;5983848.00;17.00;130.05;129.35;7674480.00;10659.00;1257120.00;1746.00
2018-10-02;GAS_BASE_M-12-18;131.00;131.00;130.50;131.25;46128.00;62.00;6041838.00;15.00;131.25;130.50;7955592.00;10693.00;1307208.00;1757.00
2018-10-02;GAS_BASE_M-01-19;-;-;-;-;-;-;-;-;129.00;133.50;-;-;-;-
2018-10-02;GAS_BASE_Q-1-19;131.00;131.44;131.00;131.50;64770.00;30.00;8516175.50;8.00;131.50;131.00;10456037.00;4843.00;4881499.00;2261.00
2018-10-02;GAS_BASE_Q-2-19;-;115.00;-;-;-;-;-;-;111.00;119.00;2184.00;1.00;2184.00;1.00
2018-10-02;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;110.00;120.00;-;-;-;-
2018-10-02;GAS_BASE_Q-4-19;-;-;-;-;-;-;-;-;121.00;132.00;-;-;-;-
2018-10-02;GAS_BASE_S-S-19;112.50;113.25;112.50;114.00;30744.00;7.00;3491640.00;2.00;114.00;111.00;197640.00;45.00;237168.00;54.00
2018-10-02;GAS_BASE_S-W-19;-;125.75;-;-;-;-;-;-;121.50;130.00;21960.00;5.00;21960.00;5.00
2018-10-02;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-02;GAS_BASE_Y-19;122.10;122.00;121.90;122.50;402960.00;46.00;49193532.00;13.00;122.30;121.90;35416680.00;4043.00;42074280.00;4803.00
2018-10-02;GAS_BASE_Y-20;114.00;114.63;114.00;115.00;105408.00;12.00;12056040.00;4.00;115.00;112.00;9223200.00;1050.00;9890784.00;1126.00
2018-10-03;GAS_BASE_W-41-18;-;-;-;-;-;-;-;-;112.00;127.00;-;-;-;-
2018-10-03;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;112.00;127.00;-;-;-;-
2018-10-03;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-03;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-03;GAS_BASE_M-11-18;125.00;124.86;124.70;125.00;108000.00;150.00;13490481.60;41.00;125.00;124.75;7779600.00;10805.00;1365120.00;1896.00
2018-10-03;GAS_BASE_M-12-18;126.00;125.96;125.75;126.00;136152.00;183.00;17152734.00;41.00;126.00;125.85;8038920.00;10805.00;1443360.00;1940.00
2018-10-03;GAS_BASE_M-01-19;-;-;-;-;-;-;-;-;127.50;132.00;-;-;-;-
2018-10-03;GAS_BASE_Q-1-19;126.00;126.67;126.00;127.00;45339.00;21.00;5739701.50;6.00;127.00;126.50;10486263.00;4857.00;4926838.00;2282.00
2018-10-03;GAS_BASE_Q-2-19;-;113.50;-;-;-;-;-;-;109.00;118.00;2184.00;1.00;2184.00;1.00
2018-10-03;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;107.00;119.45;-;-;-;-
2018-10-03;GAS_BASE_Q-4-19;-;-;-;-;-;-;-;-;120.00;132.95;-;-;-;-
2018-10-03;GAS_BASE_S-S-19;-;113.25;-;-;-;-;-;-;111.50;114.50;197640.00;45.00;237168.00;54.00
2018-10-03;GAS_BASE_S-W-19;-;125.50;-;-;-;-;-;-;121.00;130.00;21960.00;5.00;21960.00;5.00
2018-10-03;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-03;GAS_BASE_Y-19;119.25;119.10;119.00;119.40;473040.00;54.00;56348700.00;13.00;119.40;119.20;35872200.00;4095.00;42547320.00;4857.00
2018-10-03;GAS_BASE_Y-20;113.50;113.50;113.50;113.50;17568.00;2.00;1993968.00;2.00;113.50;113.50;9240768.00;1052.00;9908352.00;1128.00
2018-10-04;GAS_BASE_W-41-18;-;-;-;-;-;-;-;-;110.00;128.00;-;-;-;-
2018-10-04;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;-;128.50;-;-;-;-
2018-10-04;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-04;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-04;GAS_BASE_M-11-18;125.50;125.98;125.50;126.00;56160.00;78.00;7072560.00;16.00;126.00;125.50;7827120.00;10871.00;1421280.00;1974.00
2018-10-04;GAS_BASE_M-12-18;126.50;127.20;126.50;127.50;54312.00;73.00;6910830.00;12.00;127.50;126.50;8076120.00;10855.00;1497672.00;2013.00
2018-10-04;GAS_BASE_M-01-19;-;-;-;-;-;-;-;-;129.10;131.00;-;-;-;-
2018-10-04;GAS_BASE_Q-1-19;128.05;128.05;128.05;128.05;10795.00;5.00;1382299.75;2.00;128.10;128.00;10486263.00;4857.00;4937633.00;2287.00
2018-10-04;GAS_BASE_Q-2-19;-;115.00;-;-;-;-;-;-;110.00;120.00;2184.00;1.00;2184.00;1.00
2018-10-04;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;109.00;120.00;-;-;-;-
2018-10-04;GAS_BASE_Q-4-19;-;-;-;-;-;-;-;-;120.00;130.00;-;-;-;-
2018-10-04;GAS_BASE_S-S-19;116.25;116.20;116.15;116.25;43920.00;10.00;5103504.00;2.00;116.00;115.00;219600.00;50.00;281088.00;64.00
2018-10-04;GAS_BASE_S-W-19;-;126.25;-;-;-;-;-;-;123.00;129.50;21960.00;5.00;21960.00;5.00
2018-10-04;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-04;GAS_BASE_Y-19;121.75;122.18;121.75;122.35;131400.00;15.00;16067154.00;4.00;122.35;120.50;35933520.00;4102.00;42678720.00;4872.00
2018-10-04;GAS_BASE_Y-20;116.50;116.50;116.50;116.50;131760.00;15.00;15350040.00;3.00;116.50;116.50;9372528.00;1067.00;10040112.00;1143.00
2018-10-05;GAS_BASE_W-41-18;-;-;-;-;-;-;-;-;120.00;123.75;-;-;-;-
2018-10-05;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;116.00;126.00;-;-;-;-
2018-10-05;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-05;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-05;GAS_BASE_M-11-18;127.00;126.00;126.00;127.00;66960.00;93.00;8445960.00;18.00;127.00;126.00;7894080.00;10964.00;1488240.00;2067.00
2018-10-05;GAS_BASE_M-12-18;127.00;127.00;127.00;127.00;46128.00;62.00;5858256.00;13.00;127.00;127.00;8122248.00;10917.00;1543800.00;2075.00
2018-10-05;GAS_BASE_M-01-19;131.00;130.10;130.00;131.00;74400.00;100.00;9688740.00;14.00;131.00;130.25;74400.00;100.00;74400.00;100.00
2018-10-05;GAS_BASE_Q-1-19;130.00;129.69;129.00;130.00;231013.00;107.00;29936154.25;20.00;130.00;129.40;10717276.00;4964.00;5168646.00;2394.00
2018-10-05;GAS_BASE_Q-2-19;-;116.25;-;-;-;-;-;-;115.50;117.00;2184.00;1.00;2184.00;1.00
2018-10-05;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;109.00;117.00;-;-;-;-
2018-10-05;GAS_BASE_Q-4-19;-;-;-;-;-;-;-;-;125.00;127.00;-;-;-;-
2018-10-05;GAS_BASE_S-S-19;-;114.83;-;-;-;-;-;-;114.00;116.15;219600.00;50.00;281088.00;64.00
2018-10-05;GAS_BASE_S-W-19;-;126.88;-;-;-;-;-;-;126.25;127.75;21960.00;5.00;21960.00;5.00
2018-10-05;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-05;GAS_BASE_Y-19;122.00;121.88;121.65;122.00;175200.00;20.00;21348120.00;5.00;122.00;121.50;35977320.00;4107.00;42853920.00;4892.00
2018-10-05;GAS_BASE_Y-20;115.95;115.95;115.95;115.95;26352.00;3.00;3055514.40;1.00;115.95;115.95;9398880.00;1070.00;10066464.00;1146.00
2018-10-08;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;113.00;125.00;-;-;-;-
2018-10-08;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;113.00;125.00;-;-;-;-
2018-10-08;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-08;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-08;GAS_BASE_M-11-18;125.60;125.87;125.25;126.40;29520.00;41.00;3714336.00;9.00;126.40;125.50;7922160.00;11003.00;1517760.00;2108.00
2018-10-08;GAS_BASE_M-12-18;126.50;126.50;126.50;126.50;3720.00;5.00;470580.00;1.00;127.50;126.50;8122248.00;10917.00;1547520.00;2080.00
2018-10-08;GAS_BASE_M-01-19;130.00;131.03;130.00;131.25;43152.00;58.00;5647704.00;16.00;131.25;130.50;117552.00;158.00;117552.00;158.00
2018-10-08;GAS_BASE_Q-1-19;129.50;129.65;129.25;130.00;101473.00;47.00;13151008.75;12.00;130.00;129.20;10816590.00;5010.00;5270119.00;2441.00
2018-10-08;GAS_BASE_Q-2-19;-;115.25;-;-;-;-;-;-;110.00;120.50;2184.00;1.00;2184.00;1.00
2018-10-08;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;109.00;119.00;-;-;-;-
2018-10-08;GAS_BASE_Q-4-19;-;-;-;-;-;-;-;-;125.50;129.00;-;-;-;-
2018-10-08;GAS_BASE_S-S-19;-;115.00;-;-;-;-;-;-;114.20;116.00;219600.00;50.00;281088.00;64.00
2018-10-08;GAS_BASE_S-W-19;-;126.50;-;-;-;-;-;-;126.00;127.00;21960.00;5.00;21960.00;5.00
2018-10-08;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-08;GAS_BASE_Y-19;121.75;121.66;121.30;121.75;175200.00;20.00;21316146.00;7.00;121.75;121.30;36047400.00;4115.00;43029120.00;4912.00
2018-10-08;GAS_BASE_Y-20;115.00;115.00;115.00;115.00;70272.00;8.00;8081280.00;2.00;115.00;115.00;9469152.00;1078.00;10136736.00;1154.00
2018-10-09;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;112.00;123.00;-;-;-;-
2018-10-09;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;112.00;125.00;-;-;-;-
2018-10-09;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-09;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;125.50;-;-;-;-
2018-10-09;GAS_BASE_M-11-18;126.00;125.05;124.80;126.00;98640.00;137.00;12367713.60;31.00;126.00;124.80;7988400.00;11095.00;1616400.00;2245.00
2018-10-09;GAS_BASE_M-12-18;127.00;126.49;126.40;127.00;82584.00;111.00;10456882.80;20.00;127.00;126.49;8175816.00;10989.00;1630104.00;2191.00
2018-10-09;GAS_BASE_M-01-19;130.00;130.03;129.70;130.25;53568.00;72.00;6964212.00;15.00;130.10;129.75;167400.00;225.00;171120.00;230.00
2018-10-09;GAS_BASE_Q-1-19;129.00;128.87;128.50;129.00;116586.00;54.00;15028259.25;12.00;129.10;128.50;10920222.00;5058.00;5386705.00;2495.00
2018-10-09;GAS_BASE_Q-2-19;-;113.50;-;-;-;-;-;-;110.00;117.00;2184.00;1.00;2184.00;1.00
2018-10-09;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;109.00;114.00;-;-;-;-
2018-10-09;GAS_BASE_Q-4-19;125.00;125.00;125.00;125.00;11045.00;5.00;1380625.00;1.00;125.00;129.00;11045.00;5.00;11045.00;5.00
2018-10-09;GAS_BASE_S-S-19;-;114.63;-;-;-;-;-;-;114.10;114.85;219600.00;50.00;281088.00;64.00
2018-10-09;GAS_BASE_S-W-19;-;125.75;-;-;-;-;-;-;125.00;126.50;21960.00;5.00;21960.00;5.00
2018-10-09;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-09;GAS_BASE_Y-19;121.00;120.66;120.65;121.00;245280.00;28.00;29611866.00;13.00;121.00;120.65;36126240.00;4124.00;43274400.00;4940.00
2018-10-09;GAS_BASE_Y-20;114.00;114.31;114.00;114.40;166896.00;19.00;19061719.20;14.00;114.40;114.00;9565776.00;1089.00;10303632.00;1173.00
2018-10-10;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;111.00;120.00;-;-;-;-
2018-10-10;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;111.00;123.00;-;-;-;-
2018-10-10;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-10;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;125.50;-;-;-;-
2018-10-10;GAS_BASE_M-11-18;125.45;122.78;122.60;125.45;115920.00;161.00;14241852.00;38.00;125.45;122.60;8097840.00;11247.00;1732320.00;2406.00
2018-10-10;GAS_BASE_M-12-18;125.00;124.49;124.40;125.00;91512.00;123.00;11406822.00;21.00;125.00;124.50;8258400.00;11100.00;1721616.00;2314.00
2018-10-10;GAS_BASE_M-01-19;128.00;127.20;127.00;128.00;68448.00;92.00;8712984.00;12.00;128.00;127.35;232128.00;312.00;239568.00;322.00
2018-10-10;GAS_BASE_Q-1-19;126.50;126.05;125.75;126.50;194310.00;90.00;24514905.25;16.00;127.00;126.00;11082147.00;5133.00;5581015.00;2585.00
2018-10-10;GAS_BASE_Q-2-19;-;112.25;-;-;-;-;-;-;108.00;116.50;2184.00;1.00;2184.00;1.00
2018-10-10;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;107.00;114.50;-;-;-;-
2018-10-10;GAS_BASE_Q-4-19;123.00;123.00;123.00;123.00;11045.00;5.00;1358535.00;1.00;123.00;124.35;22090.00;10.00;22090.00;10.00
2018-10-10;GAS_BASE_S-S-19;112.00;112.00;112.00;112.00;13176.00;3.00;1475712.00;1.00;112.00;112.00;232776.00;53.00;294264.00;67.00
2018-10-10;GAS_BASE_S-W-19;123.50;123.50;123.50;123.50;87840.00;20.00;10848240.00;4.00;123.50;123.50;109800.00;25.00;109800.00;25.00
2018-10-10;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-10;GAS_BASE_Y-19;119.00;118.30;118.00;119.00;700800.00;80.00;83050756.80;21.00;119.00;118.40;36809520.00;4202.00;43975200.00;5020.00
2018-10-10;GAS_BASE_Y-20;111.50;111.50;111.50;111.50;8784.00;1.00;979416.00;1.00;112.00;112.00;9565776.00;1089.00;10312416.00;1174.00
2018-10-11;GAS_BASE_W-42-18;-;-;-;-;-;-;-;-;105.00;112.00;-;-;-;-
2018-10-11;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;105.00;119.00;-;-;-;-
2018-10-11;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-11;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;122.00;-;-;-;-
2018-10-11;GAS_BASE_M-11-18;118.50;119.26;117.50;120.00;97200.00;135.00;11506824.00;38.00;120.00;117.50;8187120.00;11371.00;1829520.00;2541.00
2018-10-11;GAS_BASE_M-12-18;121.00;119.25;118.75;121.00;53568.00;72.00;6413652.00;18.00;121.00;118.75;8303784.00;11161.00;1775184.00;2386.00
2018-10-11;GAS_BASE_M-01-19;122.00;123.11;122.00;124.00;68448.00;92.00;8407683.60;14.00;124.00;122.00;298344.00;401.00;308016.00;414.00
2018-10-11;GAS_BASE_Q-1-19;122.00;122.23;121.00;123.00;220218.00;102.00;26855261.25;20.00;123.00;121.00;11291570.00;5230.00;5801233.00;2687.00
2018-10-11;GAS_BASE_Q-2-19;-;108.50;-;-;-;-;-;-;103.00;114.00;2184.00;1.00;2184.00;1.00
2018-10-11;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;100.00;112.00;-;-;-;-
2018-10-11;GAS_BASE_Q-4-19;120.00;119.50;119.00;120.00;44180.00;20.00;5279510.00;4.00;120.00;120.00;66270.00;30.00;66270.00;30.00
2018-10-11;GAS_BASE_S-S-19;-;108.00;-;-;-;-;-;-;108.00;109.50;232776.00;53.00;294264.00;67.00
2018-10-11;GAS_BASE_S-W-19;120.00;119.38;119.00;120.00;87840.00;20.00;10485900.00;4.00;120.00;119.50;197640.00;45.00;197640.00;45.00
2018-10-11;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-11;GAS_BASE_Y-19;116.00;114.45;113.70;116.00;840960.00;96.00;96434460.00;29.00;116.00;114.00;37571640.00;4289.00;44816160.00;5116.00
2018-10-11;GAS_BASE_Y-20;109.00;108.92;108.50;110.00;96624.00;11.00;10523232.00;6.00;109.00;110.00;9627264.00;1096.00;10409040.00;1185.00
2018-10-12;GAS_BASE_W-42-18;112.00;112.00;112.00;112.00;840.00;5.00;94080.00;1.00;110.00;112.00;840.00;5.00;840.00;5.00
2018-10-12;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;108.50;119.00;-;-;-;-
2018-10-12;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-12;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;122.00;-;-;-;-
2018-10-12;GAS_BASE_M-11-18;120.00;120.56;119.40;120.80;77040.00;107.00;9253080.00;29.00;120.80;119.35;8237520.00;11441.00;1906560.00;2648.00
2018-10-12;GAS_BASE_M-12-18;121.60;121.86;121.50;122.00;62496.00;84.00;7608664.80;18.00;122.00;121.50;8343216.00;11214.00;1837680.00;2470.00
2018-10-12;GAS_BASE_M-01-19;125.00;125.00;125.00;125.00;59520.00;80.00;7440000.00;8.00;125.00;125.20;357864.00;481.00;367536.00;494.00
2018-10-12;GAS_BASE_Q-1-19;123.20;123.41;123.20;123.80;43180.00;20.00;5330247.15;8.00;124.05;123.05;11298047.00;5233.00;5844413.00;2707.00
2018-10-12;GAS_BASE_Q-2-19;-;105.50;-;-;-;-;-;-;101.00;110.00;2184.00;1.00;2184.00;1.00
2018-10-12;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;99.00;109.50;-;-;-;-
2018-10-12;GAS_BASE_Q-4-19;-;120.75;-;-;-;-;-;-;119.50;121.00;66270.00;30.00;66270.00;30.00
2018-10-12;GAS_BASE_S-S-19;108.50;108.50;108.50;108.50;4392.00;1.00;476532.00;1.00;108.50;108.50;232776.00;53.00;298656.00;68.00
2018-10-12;GAS_BASE_S-W-19;-;119.75;-;-;-;-;-;-;119.50;120.00;197640.00;45.00;197640.00;45.00
2018-10-12;GAS_BASE_S-S-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-12;GAS_BASE_Y-19;115.00;115.12;115.00;115.50;157680.00;18.00;18146778.00;10.00;115.50;115.00;37729320.00;4307.00;44973840.00;5134.00
2018-10-12;GAS_BASE_Y-20;109.80;109.95;109.80;110.00;61488.00;7.00;6758409.60;4.00;110.00;109.80;9679968.00;1102.00;10470528.00;1192.00
2018-10-15;GAS_BASE_W-43-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-15;GAS_BASE_W-44-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-15;GAS_BASE_W-45-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-15;GAS_BASE_W-46-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-10-15;GAS_BASE_M-11-18;124.00;123.64;123.50;124.25;133920.00;186.00;16592400.00;37.00;124.10;123.50;8357040.00;11607.00;2040480.00;2834.00
2018-10-15;GAS_BASE_M-12-18;125.50;124.59;124.25;125.50;53568.00;72.00;6684765.60;18.00;125.50;124.40;8390088.00;11277.00;1891248.00;2542.00
2018-10-15;GAS_BASE_M-01-19;128.00;127.40;127.30;128.00;59520.00;80.00;7588800.00;14.00;128.00;127.45;417384.00;561.00;427056.00;574.00
2018-10-15;GAS_BASE_Q-1-19;126.50;126.26;126.20;126.50;164084.00;76.00;20722189.95;16.00;126.50;126.30;11457813.00;5307.00;6008497.00;2783.00
2018-10-15;GAS_BASE_Q-2-19;-;109.50;-;-;-;-;-;-;105.00;114.00;2184.00;1.00;2184.00;1.00
2018-10-15;GAS_BASE_Q-3-19;-;-;-;-;-;-;-;-;104.00;112.00;-;-;-;-
