indeksy RDNg dla okresu od;2016-01-01;do;2020-01-19;

data dostawy;indeks;kurs (PLN/MWh);wolumen (MWh)
2019-07-10;TGEgasDA;59.51;21696.00
2019-07-10;TGEglwDA;-;-
2019-07-10;TGEsgtDA;-;-
2019-07-11;TGEgasDA;55.73;24984.00
2019-07-11;TGEglwDA;-;-
2019-07-11;TGEsgtDA;-;-
2019-07-12;TGEgasDA;60.31;23424.00
2019-07-12;TGEglwDA;-;-
2019-07-12;TGEsgtDA;-;-
2019-07-13;TGEgasDA;55.02;1512.00
2019-07-13;TGEglwDA;-;-
2019-07-13;TGEsgtDA;-;-
2019-07-14;TGEgasDA;54.42;888.00
2019-07-14;TGEglwDA;-;-
2019-07-14;TGEsgtDA;-;-
2019-07-15;TGEgasDA;59.96;20808.00
2019-07-15;TGEglwDA;-;-
2019-07-15;TGEsgtDA;-;-
2019-07-16;TGEgasDA;65.38;16032.00
2019-07-16;TGEglwDA;-;-
2019-07-16;TGEsgtDA;-;-
2019-07-17;TGEgasDA;58.91;25512.00
2019-07-17;TGEglwDA;-;-
2019-07-17;TGEsgtDA;-;-
2019-07-18;TGEgasDA;54.50;23088.00
2019-07-18;TGEglwDA;-;-
2019-07-18;TGEsgtDA;-;-
2019-07-19;TGEgasDA;54.41;17904.00
2019-07-19;TGEglwDA;-;-
2019-07-19;TGEsgtDA;-;-
2019-07-20;TGEgasDA;48.95;1128.00
2019-07-20;TGEglwDA;-;-
2019-07-20;TGEsgtDA;-;-
2019-07-21;TGEgasDA;46.23;4536.00
2019-07-21;TGEglwDA;-;-
2019-07-21;TGEsgtDA;-;-
2019-07-22;TGEgasDA;53.86;10656.00
2019-07-22;TGEglwDA;-;-
2019-07-22;TGEsgtDA;-;-
2019-07-23;TGEgasDA;53.04;12552.00
2019-07-23;TGEglwDA;-;-
2019-07-23;TGEsgtDA;-;-
2019-07-24;TGEgasDA;50.86;12408.00
2019-07-24;TGEglwDA;-;-
2019-07-24;TGEsgtDA;-;-
2019-07-25;TGEgasDA;51.55;13584.00
2019-07-25;TGEglwDA;-;-
2019-07-25;TGEsgtDA;-;-
2019-07-26;TGEgasDA;50.00;9144.00
2019-07-26;TGEglwDA;-;-
2019-07-26;TGEsgtDA;-;-
2019-07-27;TGEgasDA;44.39;624.00
2019-07-27;TGEglwDA;-;-
2019-07-27;TGEsgtDA;-;-
2019-07-28;TGEgasDA;44.10;6456.00
2019-07-28;TGEglwDA;-;-
2019-07-28;TGEsgtDA;-;-
2019-07-29;TGEgasDA;48.99;8088.00
2019-07-29;TGEglwDA;-;-
2019-07-29;TGEsgtDA;-;-
2019-07-30;TGEgasDA;48.64;12240.00
2019-07-30;TGEglwDA;-;-
2019-07-30;TGEsgtDA;-;-
2019-07-31;TGEgasDA;47.95;11160.00
2019-07-31;TGEglwDA;-;-
2019-07-31;TGEsgtDA;-;-
2019-08-01;TGEgasDA;50.97;13488.00
2019-08-01;TGEglwDA;-;-
2019-08-01;TGEsgtDA;-;-
2019-08-02;TGEgasDA;52.44;9408.00
2019-08-02;TGEglwDA;-;-
2019-08-02;TGEsgtDA;-;-
2019-08-03;TGEgasDA;47.81;4080.00
2019-08-03;TGEglwDA;-;-
2019-08-03;TGEsgtDA;-;-
2019-08-04;TGEgasDA;47.99;4656.00
2019-08-04;TGEglwDA;-;-
2019-08-04;TGEsgtDA;-;-
2019-08-05;TGEgasDA;55.51;18720.00
2019-08-05;TGEglwDA;-;-
2019-08-05;TGEsgtDA;-;-
2019-08-06;TGEgasDA;51.04;9456.00
2019-08-06;TGEglwDA;-;-
2019-08-06;TGEsgtDA;-;-
2019-08-07;TGEgasDA;49.20;24648.00
2019-08-07;TGEglwDA;-;-
2019-08-07;TGEsgtDA;-;-
2019-08-08;TGEgasDA;49.55;34368.00
2019-08-08;TGEglwDA;-;-
2019-08-08;TGEsgtDA;-;-
2019-08-09;TGEgasDA;48.74;24624.00
2019-08-09;TGEglwDA;-;-
2019-08-09;TGEsgtDA;-;-
2019-08-10;TGEgasDA;48.17;1344.00
2019-08-10;TGEglwDA;-;-
2019-08-10;TGEsgtDA;-;-
2019-08-11;TGEgasDA;44.40;7104.00
2019-08-11;TGEglwDA;-;-
2019-08-11;TGEsgtDA;-;-
2019-08-12;TGEgasDA;51.56;7608.00
2019-08-12;TGEglwDA;-;-
2019-08-12;TGEsgtDA;-;-
2019-08-13;TGEgasDA;52.55;6336.00
2019-08-13;TGEglwDA;-;-
2019-08-13;TGEsgtDA;-;-
2019-08-14;TGEgasDA;52.71;6552.00
2019-08-14;TGEglwDA;-;-
2019-08-14;TGEsgtDA;-;-
2019-08-15;TGEgasDA;45.23;12768.00
2019-08-15;TGEglwDA;-;-
2019-08-15;TGEsgtDA;-;-
2019-08-16;TGEgasDA;46.23;7176.00
2019-08-16;TGEglwDA;-;-
2019-08-16;TGEsgtDA;-;-
2019-08-17;TGEgasDA;43.08;1584.00
2019-08-17;TGEglwDA;-;-
2019-08-17;TGEsgtDA;-;-
2019-08-18;TGEgasDA;41.70;4728.00
2019-08-18;TGEglwDA;-;-
2019-08-18;TGEsgtDA;-;-
2019-08-19;TGEgasDA;48.03;8808.00
2019-08-19;TGEglwDA;-;-
2019-08-19;TGEsgtDA;-;-
2019-08-20;TGEgasDA;49.60;11352.00
2019-08-20;TGEglwDA;-;-
2019-08-20;TGEsgtDA;-;-
2019-08-21;TGEgasDA;50.77;45864.00
2019-08-21;TGEglwDA;-;-
2019-08-21;TGEsgtDA;-;-
2019-08-22;TGEgasDA;51.48;18000.00
2019-08-22;TGEglwDA;-;-
2019-08-22;TGEsgtDA;-;-
2019-08-23;TGEgasDA;51.63;18480.00
2019-08-23;TGEglwDA;-;-
2019-08-23;TGEsgtDA;-;-
2019-08-24;TGEgasDA;48.29;840.00
2019-08-24;TGEglwDA;-;-
2019-08-24;TGEsgtDA;-;-
2019-08-25;TGEgasDA;49.67;15480.00
2019-08-25;TGEglwDA;-;-
2019-08-25;TGEsgtDA;-;-
2019-08-26;TGEgasDA;51.24;9816.00
2019-08-26;TGEglwDA;-;-
2019-08-26;TGEsgtDA;-;-
2019-08-27;TGEgasDA;51.83;34824.00
2019-08-27;TGEglwDA;-;-
2019-08-27;TGEsgtDA;-;-
2019-08-28;TGEgasDA;51.27;74784.00
2019-08-28;TGEglwDA;-;-
2019-08-28;TGEsgtDA;-;-
2019-08-29;TGEgasDA;52.04;63528.00
2019-08-29;TGEglwDA;-;-
2019-08-29;TGEsgtDA;-;-
2019-08-30;TGEgasDA;53.23;68520.00
2019-08-30;TGEglwDA;-;-
2019-08-30;TGEsgtDA;-;-
2019-08-31;TGEgasDA;52.03;27720.00
2019-08-31;TGEglwDA;-;-
2019-08-31;TGEsgtDA;-;-
2019-09-01;TGEgasDA;42.47;27672.00
2019-09-01;TGEglwDA;-;-
2019-09-01;TGEsgtDA;-;-
2019-09-02;TGEgasDA;47.32;47880.00
2019-09-02;TGEglwDA;-;-
2019-09-02;TGEsgtDA;-;-
2019-09-03;TGEgasDA;45.65;49032.00
2019-09-03;TGEglwDA;-;-
2019-09-03;TGEsgtDA;-;-
2019-09-04;TGEgasDA;41.72;4776.00
2019-09-04;TGEglwDA;-;-
2019-09-04;TGEsgtDA;-;-
2019-09-05;TGEgasDA;40.09;20832.00
2019-09-05;TGEglwDA;-;-
2019-09-05;TGEsgtDA;-;-
2019-09-06;TGEgasDA;41.52;39552.00
2019-09-06;TGEglwDA;-;-
2019-09-06;TGEsgtDA;-;-
2019-09-07;TGEgasDA;38.73;4728.00
2019-09-07;TGEglwDA;-;-
2019-09-07;TGEsgtDA;-;-
2019-09-08;TGEgasDA;44.00;22728.00
2019-09-08;TGEglwDA;-;-
2019-09-08;TGEsgtDA;-;-
2019-09-09;TGEgasDA;46.39;7056.00
2019-09-09;TGEglwDA;-;-
2019-09-09;TGEsgtDA;-;-
2019-09-10;TGEgasDA;49.05;3360.00
2019-09-10;TGEglwDA;-;-
2019-09-10;TGEsgtDA;-;-
2019-09-11;TGEgasDA;51.56;8592.00
2019-09-11;TGEglwDA;-;-
2019-09-11;TGEsgtDA;-;-
2019-09-12;TGEgasDA;54.39;15984.00
2019-09-12;TGEglwDA;-;-
2019-09-12;TGEsgtDA;-;-
2019-09-13;TGEgasDA;57.77;20400.00
2019-09-13;TGEglwDA;-;-
2019-09-13;TGEsgtDA;-;-
2019-09-14;TGEgasDA;53.28;2448.00
2019-09-14;TGEglwDA;-;-
2019-09-14;TGEsgtDA;-;-
2019-09-15;TGEgasDA;51.66;2664.00
2019-09-15;TGEglwDA;-;-
2019-09-15;TGEsgtDA;-;-
2019-09-16;TGEgasDA;53.79;31176.00
2019-09-16;TGEglwDA;-;-
2019-09-16;TGEsgtDA;-;-
2019-09-17;TGEgasDA;57.66;46536.00
2019-09-17;TGEglwDA;-;-
2019-09-17;TGEsgtDA;-;-
2019-09-18;TGEgasDA;54.98;57648.00
2019-09-18;TGEglwDA;-;-
2019-09-18;TGEsgtDA;-;-
2019-09-19;TGEgasDA;50.65;63504.00
2019-09-19;TGEglwDA;-;-
2019-09-19;TGEsgtDA;-;-
2019-09-20;TGEgasDA;52.32;60552.00
2019-09-20;TGEglwDA;-;-
2019-09-20;TGEsgtDA;-;-
2019-09-21;TGEgasDA;48.61;7032.00
2019-09-21;TGEglwDA;-;-
2019-09-21;TGEsgtDA;-;-
2019-09-22;TGEgasDA;47.36;2928.00
2019-09-22;TGEglwDA;-;-
2019-09-22;TGEsgtDA;-;-
2019-09-23;TGEgasDA;50.01;53664.00
2019-09-23;TGEglwDA;-;-
2019-09-23;TGEsgtDA;-;-
2019-09-24;TGEgasDA;49.48;51528.00
2019-09-24;TGEglwDA;-;-
2019-09-24;TGEsgtDA;-;-
2019-09-25;TGEgasDA;53.48;70680.00
2019-09-25;TGEglwDA;-;-
2019-09-25;TGEsgtDA;-;-
2019-09-26;TGEgasDA;53.38;60312.00
2019-09-26;TGEglwDA;-;-
2019-09-26;TGEsgtDA;-;-
2019-09-27;TGEgasDA;54.63;56472.00
2019-09-27;TGEglwDA;-;-
2019-09-27;TGEsgtDA;-;-
2019-09-28;TGEgasDA;52.82;2136.00
2019-09-28;TGEglwDA;-;-
2019-09-28;TGEsgtDA;-;-
2019-09-29;TGEgasDA;47.36;3096.00
2019-09-29;TGEglwDA;-;-
2019-09-29;TGEsgtDA;-;-
2019-09-30;TGEgasDA;51.46;58440.00
2019-09-30;TGEglwDA;-;-
2019-09-30;TGEsgtDA;-;-
2019-10-01;TGEgasDA;49.04;32280.00
2019-10-01;TGEglwDA;-;-
2019-10-01;TGEsgtDA;-;-
2019-10-02;TGEgasDA;46.62;30096.00
2019-10-02;TGEglwDA;-;-
2019-10-02;TGEsgtDA;-;-
2019-10-03;TGEgasDA;51.75;30960.00
2019-10-03;TGEglwDA;-;-
2019-10-03;TGEsgtDA;-;-
2019-10-04;TGEgasDA;57.09;33456.00
2019-10-04;TGEglwDA;-;-
2019-10-04;TGEsgtDA;-;-
2019-10-05;TGEgasDA;62.05;696.00
2019-10-05;TGEglwDA;-;-
2019-10-05;TGEsgtDA;-;-
2019-10-06;TGEgasDA;58.17;15360.00
2019-10-06;TGEglwDA;-;-
2019-10-06;TGEsgtDA;-;-
2019-10-07;TGEgasDA;60.19;87360.00
2019-10-07;TGEglwDA;-;-
2019-10-07;TGEsgtDA;-;-
2019-10-08;TGEgasDA;56.22;87792.00
2019-10-08;TGEglwDA;-;-
2019-10-08;TGEsgtDA;-;-
2019-10-09;TGEgasDA;57.18;75864.00
2019-10-09;TGEglwDA;-;-
2019-10-09;TGEsgtDA;-;-
2019-10-10;TGEgasDA;51.52;79200.00
2019-10-10;TGEglwDA;-;-
2019-10-10;TGEsgtDA;-;-
2019-10-11;TGEgasDA;45.96;58200.00
2019-10-11;TGEglwDA;-;-
2019-10-11;TGEsgtDA;-;-
2019-10-12;TGEgasDA;43.11;7848.00
2019-10-12;TGEglwDA;-;-
2019-10-12;TGEsgtDA;-;-
2019-10-13;TGEgasDA;40.38;24960.00
2019-10-13;TGEglwDA;-;-
2019-10-13;TGEsgtDA;-;-
2019-10-14;TGEgasDA;45.35;36048.00
2019-10-14;TGEglwDA;-;-
2019-10-14;TGEsgtDA;-;-
2019-10-15;TGEgasDA;47.34;31488.00
2019-10-15;TGEglwDA;-;-
2019-10-15;TGEsgtDA;-;-
2019-10-16;TGEgasDA;54.46;30864.00
2019-10-16;TGEglwDA;-;-
2019-10-16;TGEsgtDA;-;-
2019-10-17;TGEgasDA;53.37;29712.00
2019-10-17;TGEglwDA;-;-
2019-10-17;TGEsgtDA;-;-
2019-10-18;TGEgasDA;51.16;30312.00
2019-10-18;TGEglwDA;-;-
2019-10-18;TGEsgtDA;-;-
2019-10-19;TGEgasDA;47.98;4848.00
2019-10-19;TGEglwDA;-;-
2019-10-19;TGEsgtDA;-;-
2019-10-20;TGEgasDA;43.14;22536.00
2019-10-20;TGEglwDA;-;-
2019-10-20;TGEsgtDA;-;-
2019-10-21;TGEgasDA;46.09;27816.00
2019-10-21;TGEglwDA;-;-
2019-10-21;TGEsgtDA;-;-
2019-10-22;TGEgasDA;49.21;23760.00
2019-10-22;TGEglwDA;-;-
2019-10-22;TGEsgtDA;-;-
2019-10-23;TGEgasDA;51.24;29952.00
2019-10-23;TGEglwDA;-;-
2019-10-23;TGEsgtDA;-;-
2019-10-24;TGEgasDA;49.73;15984.00
2019-10-24;TGEglwDA;-;-
2019-10-24;TGEsgtDA;-;-
2019-10-25;TGEgasDA;46.88;12720.00
2019-10-25;TGEglwDA;-;-
2019-10-25;TGEsgtDA;-;-
2019-10-26;TGEgasDA;44.16;4950.00
2019-10-26;TGEglwDA;-;-
2019-10-26;TGEsgtDA;-;-
2019-10-27;TGEgasDA;47.23;8616.00
2019-10-27;TGEglwDA;-;-
2019-10-27;TGEsgtDA;-;-
2019-10-28;TGEgasDA;55.56;56616.00
2019-10-28;TGEglwDA;-;-
2019-10-28;TGEsgtDA;-;-
2019-10-29;TGEgasDA;57.03;75432.00
2019-10-29;TGEglwDA;-;-
2019-10-29;TGEsgtDA;-;-
2019-10-30;TGEgasDA;58.90;131856.00
2019-10-30;TGEglwDA;-;-
2019-10-30;TGEsgtDA;-;-
2019-10-31;TGEgasDA;56.17;163680.00
2019-10-31;TGEglwDA;-;-
2019-10-31;TGEsgtDA;-;-
2019-11-01;TGEgasDA;50.75;68616.00
2019-11-01;TGEglwDA;-;-
2019-11-01;TGEsgtDA;-;-
2019-11-02;TGEgasDA;52.27;10416.00
2019-11-02;TGEglwDA;-;-
2019-11-02;TGEsgtDA;-;-
2019-11-03;TGEgasDA;45.76;14712.00
2019-11-03;TGEglwDA;-;-
2019-11-03;TGEsgtDA;-;-
2019-11-04;TGEgasDA;54.03;19176.00
2019-11-04;TGEglwDA;-;-
2019-11-04;TGEsgtDA;-;-
2019-11-05;TGEgasDA;57.66;17832.00
2019-11-05;TGEglwDA;-;-
2019-11-05;TGEsgtDA;-;-
2019-11-06;TGEgasDA;67.44;38160.00
2019-11-06;TGEglwDA;-;-
2019-11-06;TGEsgtDA;-;-
2019-11-07;TGEgasDA;67.67;42744.00
2019-11-07;TGEglwDA;-;-
2019-11-07;TGEsgtDA;-;-
2019-11-08;TGEgasDA;67.56;42888.00
2019-11-08;TGEglwDA;-;-
2019-11-08;TGEsgtDA;-;-
2019-11-09;TGEgasDA;70.55;4968.00
2019-11-09;TGEglwDA;-;-
2019-11-09;TGEsgtDA;-;-
2019-11-10;TGEgasDA;72.18;20256.00
2019-11-10;TGEglwDA;-;-
2019-11-10;TGEsgtDA;-;-
2019-11-11;TGEgasDA;73.58;45864.00
2019-11-11;TGEglwDA;-;-
2019-11-11;TGEsgtDA;-;-
2019-11-12;TGEgasDA;74.33;58224.00
2019-11-12;TGEglwDA;-;-
2019-11-12;TGEsgtDA;-;-
2019-11-13;TGEgasDA;71.89;36120.00
2019-11-13;TGEglwDA;-;-
2019-11-13;TGEsgtDA;-;-
2019-11-14;TGEgasDA;74.29;70608.00
2019-11-14;TGEglwDA;-;-
2019-11-14;TGEsgtDA;-;-
2019-11-15;TGEgasDA;74.64;55368.00
2019-11-15;TGEglwDA;-;-
2019-11-15;TGEsgtDA;-;-
2019-11-16;TGEgasDA;72.14;7080.00
2019-11-16;TGEglwDA;-;-
2019-11-16;TGEsgtDA;-;-
2019-11-17;TGEgasDA;66.35;14520.00
2019-11-17;TGEglwDA;-;-
2019-11-17;TGEsgtDA;-;-
2019-11-18;TGEgasDA;76.35;37872.00
2019-11-18;TGEglwDA;-;-
2019-11-18;TGEsgtDA;-;-
2019-11-19;TGEgasDA;75.65;60192.00
2019-11-19;TGEglwDA;-;-
2019-11-19;TGEsgtDA;-;-
2019-11-20;TGEgasDA;75.76;67392.00
2019-11-20;TGEglwDA;-;-
2019-11-20;TGEsgtDA;-;-
2019-11-21;TGEgasDA;75.41;73824.00
2019-11-21;TGEglwDA;-;-
2019-11-21;TGEsgtDA;-;-
2019-11-22;TGEgasDA;77.06;77400.00
2019-11-22;TGEglwDA;-;-
2019-11-22;TGEsgtDA;-;-
2019-11-23;TGEgasDA;79.41;18288.00
2019-11-23;TGEglwDA;-;-
2019-11-23;TGEsgtDA;-;-
2019-11-24;TGEgasDA;79.00;39168.00
2019-11-24;TGEglwDA;-;-
2019-11-24;TGEsgtDA;-;-
2019-11-25;TGEgasDA;80.22;123360.00
2019-11-25;TGEglwDA;-;-
2019-11-25;TGEsgtDA;-;-
2019-11-26;TGEgasDA;80.48;121416.00
2019-11-26;TGEglwDA;-;-
2019-11-26;TGEsgtDA;-;-
2019-11-27;TGEgasDA;81.07;119304.00
2019-11-27;TGEglwDA;-;-
2019-11-27;TGEsgtDA;-;-
2019-11-28;TGEgasDA;79.20;67392.00
2019-11-28;TGEglwDA;-;-
2019-11-28;TGEsgtDA;-;-
2019-11-29;TGEgasDA;80.36;89304.00
2019-11-29;TGEglwDA;-;-
2019-11-29;TGEsgtDA;-;-
2019-11-30;TGEgasDA;83.44;49368.00
2019-11-30;TGEglwDA;-;-
2019-11-30;TGEsgtDA;-;-
2019-12-01;TGEgasDA;83.49;17160.00
2019-12-01;TGEglwDA;-;-
2019-12-01;TGEsgtDA;-;-
2019-12-02;TGEgasDA;83.73;110640.00
2019-12-02;TGEglwDA;-;-
2019-12-02;TGEsgtDA;-;-
2019-12-03;TGEgasDA;81.87;135744.00
2019-12-03;TGEglwDA;-;-
2019-12-03;TGEsgtDA;-;-
2019-12-04;TGEgasDA;80.42;130128.00
2019-12-04;TGEglwDA;-;-
2019-12-04;TGEsgtDA;-;-
2019-12-05;TGEgasDA;78.00;148800.00
2019-12-05;TGEglwDA;-;-
2019-12-05;TGEsgtDA;-;-
2019-12-06;TGEgasDA;77.65;117288.00
2019-12-06;TGEglwDA;-;-
2019-12-06;TGEsgtDA;-;-
2019-12-07;TGEgasDA;73.49;40200.00
2019-12-07;TGEglwDA;-;-
2019-12-07;TGEsgtDA;-;-
2019-12-08;TGEgasDA;69.29;25848.00
2019-12-08;TGEglwDA;-;-
2019-12-08;TGEsgtDA;-;-
2019-12-09;TGEgasDA;71.51;57528.00
2019-12-09;TGEglwDA;-;-
2019-12-09;TGEsgtDA;-;-
2019-12-10;TGEgasDA;71.20;69504.00
2019-12-10;TGEglwDA;-;-
2019-12-10;TGEsgtDA;-;-
2019-12-11;TGEgasDA;69.99;108576.00
2019-12-11;TGEglwDA;-;-
2019-12-11;TGEsgtDA;-;-
2019-12-12;TGEgasDA;70.97;107640.00
2019-12-12;TGEglwDA;-;-
2019-12-12;TGEsgtDA;-;-
2019-12-13;TGEgasDA;69.34;86112.00
2019-12-13;TGEglwDA;-;-
2019-12-13;TGEsgtDA;-;-
2019-12-14;TGEgasDA;69.07;37392.00
2019-12-14;TGEglwDA;-;-
2019-12-14;TGEsgtDA;-;-
2019-12-15;TGEgasDA;67.08;17160.00
2019-12-15;TGEglwDA;-;-
2019-12-15;TGEsgtDA;-;-
2019-12-16;TGEgasDA;68.63;70608.00
2019-12-16;TGEglwDA;-;-
2019-12-16;TGEsgtDA;-;-
2019-12-17;TGEgasDA;67.63;41688.00
2019-12-17;TGEglwDA;-;-
2019-12-17;TGEsgtDA;-;-
2019-12-18;TGEgasDA;66.91;43008.00
2019-12-18;TGEglwDA;-;-
2019-12-18;TGEsgtDA;-;-
2019-12-19;TGEgasDA;67.04;35304.00
2019-12-19;TGEglwDA;-;-
2019-12-19;TGEsgtDA;-;-
2019-12-20;TGEgasDA;66.00;35496.00
2019-12-20;TGEglwDA;-;-
2019-12-20;TGEsgtDA;-;-
2019-12-21;TGEgasDA;62.92;9864.00
2019-12-21;TGEglwDA;-;-
2019-12-21;TGEsgtDA;-;-
2019-12-22;TGEgasDA;59.90;7704.00
2019-12-22;TGEglwDA;-;-
2019-12-22;TGEsgtDA;-;-
2019-12-23;TGEgasDA;63.38;33384.00
2019-12-23;TGEglwDA;-;-
2019-12-23;TGEsgtDA;-;-
2019-12-24;TGEgasDA;59.85;20808.00
2019-12-24;TGEglwDA;-;-
2019-12-24;TGEsgtDA;-;-
2019-12-25;TGEgasDA;51.45;31728.00
2019-12-25;TGEglwDA;-;-
2019-12-25;TGEsgtDA;-;-
2019-12-26;TGEgasDA;52.72;22728.00
2019-12-26;TGEglwDA;-;-
2019-12-26;TGEsgtDA;-;-
2019-12-27;TGEgasDA;56.84;45336.00
2019-12-27;TGEglwDA;-;-
2019-12-27;TGEsgtDA;-;-
2019-12-28;TGEgasDA;62.10;9696.00
2019-12-28;TGEglwDA;-;-
2019-12-28;TGEsgtDA;-;-
2019-12-29;TGEgasDA;63.47;54168.00
2019-12-29;TGEglwDA;-;-
2019-12-29;TGEsgtDA;-;-
2019-12-30;TGEgasDA;62.68;118584.00
2019-12-30;TGEglwDA;-;-
2019-12-30;TGEsgtDA;-;-
2019-12-31;TGEgasDA;64.31;84000.00
2019-12-31;TGEglwDA;-;-
2019-12-31;TGEsgtDA;-;-
2020-01-01;TGEgasDA;55.51;11232.00
2020-01-01;TGEglwDA;-;-
2020-01-01;TGEsgtDA;-;-
2020-01-02;TGEgasDA;61.81;37248.00
2020-01-02;TGEglwDA;-;-
2020-01-02;TGEsgtDA;-;-
2020-01-03;TGEgasDA;63.62;35616.00
2020-01-03;TGEglwDA;-;-
2020-01-03;TGEsgtDA;-;-
2020-01-04;TGEgasDA;62.67;7584.00
2020-01-04;TGEglwDA;-;-
2020-01-04;TGEsgtDA;-;-
2020-01-05;TGEgasDA;63.32;2760.00
2020-01-05;TGEglwDA;-;-
2020-01-05;TGEsgtDA;-;-
2020-01-06;TGEgasDA;66.18;21888.00
2020-01-06;TGEglwDA;-;-
2020-01-06;TGEsgtDA;-;-
2020-01-07;TGEgasDA;66.61;79464.00
2020-01-07;TGEglwDA;-;-
2020-01-07;TGEsgtDA;-;-
2020-01-08;TGEgasDA;61.81;60144.00
2020-01-08;TGEglwDA;-;-
2020-01-08;TGEsgtDA;-;-
2020-01-09;TGEgasDA;61.14;28248.00
2020-01-09;TGEglwDA;-;-
2020-01-09;TGEsgtDA;-;-
2020-01-10;TGEgasDA;60.73;13968.00
2020-01-10;TGEglwDA;-;-
2020-01-10;TGEsgtDA;-;-
2020-01-11;TGEgasDA;54.25;3864.00
2020-01-11;TGEglwDA;-;-
2020-01-11;TGEsgtDA;-;-
2020-01-12;TGEgasDA;56.47;2256.00
2020-01-12;TGEglwDA;-;-
2020-01-12;TGEsgtDA;-;-
2020-01-13;TGEgasDA;62.81;19008.00
2020-01-13;TGEglwDA;-;-
2020-01-13;TGEsgtDA;-;-
2020-01-14;TGEgasDA;62.81;34104.00
2020-01-14;TGEglwDA;-;-
2020-01-14;TGEsgtDA;-;-
2020-01-15;TGEgasDA;61.00;21336.00
2020-01-15;TGEglwDA;-;-
2020-01-15;TGEsgtDA;-;-
2020-01-16;TGEgasDA;60.03;29448.00
2020-01-16;TGEglwDA;-;-
2020-01-16;TGEsgtDA;-;-
2020-01-17;TGEgasDA;60.46;40392.00
2020-01-17;TGEglwDA;-;-
2020-01-17;TGEsgtDA;-;-
2020-01-18;TGEgasDA;57.80;14832.00
2020-01-18;TGEglwDA;-;-
2020-01-18;TGEsgtDA;-;-
2020-01-19;TGEgasDA;58.36;18744.00
2020-01-19;TGEglwDA;-;-
2020-01-19;TGEsgtDA;-;-
2020-01-20;TGEgasDA;59.55;52968.00
2020-01-20;TGEglwDA;-;-
2020-01-20;TGEsgtDA;-;-
